drug	organism	mg_per_L	comment
Oxacillin	Streptococcus pneumoniae	NA	insufficient data
Oxacillin	Streptococcus pyogenes	NA	insufficient data
Oxacillin	Streptococcus uberis	NA	insufficient data
Oxacillin	Yersinia enterocolitica	NA	insufficient data
Oxytetracycline	Actinobacillus pleuropneumoniae	1	tentative
Oxytetracycline	Listeria monocytogenes	NA	unspecified
Oxytetracycline	Mannheimia haemolytica	2	tentative
Oxytetracycline	Pasteurella multocida	2	NA
Oxytetracycline	Staphylococcus aureus	0.5	NA
Oxytetracycline	Staphylococcus pseudintermedius	0.5	NA
Oxytetracycline	Streptococcus equi subspecies equi	NA	unspecified
Paraaminosalicylic acid	Mycobacterium tuberculosis 7H9	NA	unspecified
Pefloxacin	Enterococcus faecalis	NA	unspecified
Phenoxymethylpenicillin	Clostridioides difficile	NA	insufficient data
Phenoxymethylpenicillin	Enterococcus faecalis	NA	insufficient data
Phenoxymethylpenicillin	Enterococcus faecium	NA	insufficient data
Phenoxymethylpenicillin	Haemophilus influenzae	NA	insufficient data
Phenoxymethylpenicillin	Neisseria meningitidis	1	NA
Phenoxymethylpenicillin	Pasteurella multocida	NA	insufficient data
Phenoxymethylpenicillin	Staphylococcus aureus	0.06	tentative
Phenoxymethylpenicillin	Staphylococcus saprophyticus	NA	insufficient data
Phenoxymethylpenicillin	Streptococcus agalactiae	NA	insufficient data
Phenoxymethylpenicillin	Streptococcus pneumoniae	0.06	tentative
Phenoxymethylpenicillin	Streptococcus pyogenes	NA	insufficient data
Piperacillin-Tazobactam	Acinetobacter baumannii	NA	insufficient data
Piperacillin-Tazobactam	Aeromonas caviae	NA	insufficient data
Piperacillin-Tazobactam	Aeromonas hydrophila	NA	insufficient data
Piperacillin-Tazobactam	Aeromonas veronii	NA	insufficient data
Piperacillin-Tazobactam	Anaerobic cocci Gram positive	NA	unspecified
Piperacillin-Tazobactam	Bacteroides fragilis	0.5	NA
Piperacillin-Tazobactam	Bacteroides fragilis group	0.5	tentative
Piperacillin-Tazobactam	Bacteroides thetaiotaomicron	NA	insufficient data
Piperacillin-Tazobactam	Burkholderia cepacia complex	2	tentative
Piperacillin-Tazobactam	Citrobacter freundii	8	NA
Piperacillin-Tazobactam	Citrobacter koseri	8	tentative
Piperacillin-Tazobactam	Clostridioides difficile	32	NA
Piperacillin-Tazobactam	Clostridium perfringens	0.25	tentative
Piperacillin-Tazobactam	Enterobacter agglomerans	NA	insufficient data
Piperacillin-Tazobactam	Enterobacter cloacae	8	NA
Piperacillin-Tazobactam	Enterobacter dissolvens	NA	insufficient data
Piperacillin-Tazobactam	Enterobacter sakazakii	NA	insufficient data
Piperacillin-Tazobactam	Enterococcus avium	NA	insufficient data
Piperacillin-Tazobactam	Enterococcus casseliflavus	NA	insufficient data
Piperacillin-Tazobactam	Enterococcus faecalis	16	NA
Piperacillin-Tazobactam	Enterococcus faecium	NA	insufficient data
Piperacillin-Tazobactam	Enterococcus gallinarum	NA	insufficient data
Piperacillin-Tazobactam	Escherichia coli	8	NA
Piperacillin-Tazobactam	Escherichia coli ATCC 25922	4	tentative
Piperacillin-Tazobactam	Escherichia coli NCTC 13846	NA	insufficient data
Piperacillin-Tazobactam	Haemophilus influenzae	0.125	tentative
Piperacillin-Tazobactam	Haemophilus influenzae ATCC 49247	NA	insufficient data
Piperacillin-Tazobactam	Hafnia alvei	NA	insufficient data
Piperacillin-Tazobactam	Klebsiella aerogenes	8	NA
Piperacillin-Tazobactam	Klebsiella oxytoca	8	NA
Piperacillin-Tazobactam	Klebsiella pneumoniae	8	NA
Piperacillin-Tazobactam	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Piperacillin-Tazobactam	Listeria monocytogenes	8	tentative
Piperacillin-Tazobactam	Morganella morganii	2	NA
Piperacillin-Tazobactam	Proteus mirabilis	2	NA
Piperacillin-Tazobactam	Proteus vulgaris	2	tentative
Piperacillin-Tazobactam	Providencia rettgeri	NA	insufficient data
Piperacillin-Tazobactam	Providencia stuartii	NA	insufficient data
Piperacillin-Tazobactam	Pseudomonas aeruginosa	16	NA
Piperacillin-Tazobactam	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Piperacillin-Tazobactam	Pseudomonas fluorescens group	16	NA
Piperacillin-Tazobactam	Pseudomonas stutzeri group	4	tentative
Piperacillin-Tazobactam	Salmonella enterica	8	tentative
Piperacillin-Tazobactam	Salmonella Enteritidis	NA	unspecified
Piperacillin-Tazobactam	Salmonella Paratyphi	NA	unspecified
Piperacillin-Tazobactam	Salmonella Typhi	NA	unspecified
Piperacillin-Tazobactam	Salmonella Typhimurium	NA	unspecified
Piperacillin-Tazobactam	Serratia liquefaciens	8	tentative
Piperacillin-Tazobactam	Serratia marcescens	8	NA
Piperacillin-Tazobactam	Shigella sonnei	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus aureus	4	NA
Piperacillin-Tazobactam	Staphylococcus aureus ATCC 29213	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus aureus MRSA	4	tentative
Piperacillin-Tazobactam	Staphylococcus aureus MSSA	4	tentative
Piperacillin-Tazobactam	Staphylococcus auricularis	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus capitis	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus epidermidis	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus haemolyticus	2	tentative
Piperacillin-Tazobactam	Staphylococcus hominis	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus lugdunensis	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus saprophyticus	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus simulans	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus warneri	NA	insufficient data
Piperacillin-Tazobactam	Staphylococcus xylosus	NA	insufficient data
Piperacillin-Tazobactam	Stenotrophomonas maltophilia	64	NA
Piperacillin-Tazobactam	Streptococcus agalactiae	0.5	NA
Piperacillin-Tazobactam	Streptococcus anginosus	1	tentative
Piperacillin-Tazobactam	Streptococcus anginosus group	NA	insufficient data
Piperacillin-Tazobactam	Streptococcus constellatus	NA	insufficient data
Piperacillin-Tazobactam	Streptococcus group G	0.25	NA
Piperacillin-Tazobactam	Streptococcus oralis	0.06	tentative
Piperacillin-Tazobactam	Streptococcus pneumoniae	0.06	NA
Piperacillin-Tazobactam	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Piperacillin-Tazobactam	Streptococcus pyogenes	0.25	NA
Piperacillin-Tazobactam	Streptococcus salivarius	NA	insufficient data
Piperacillin-Tazobactam	Streptococcus sanguinis	NA	insufficient data
Piperacillin-Tazobactam	Vibrio alginolyticus	NA	insufficient data
Piperacillin-Tazobactam	Vibrio cholerae	1	tentative
Piperacillin-Tazobactam	Vibrio fluvialis	NA	insufficient data
Piperacillin-Tazobactam	Vibrio parahaemolyticus	NA	insufficient data
Piperacillin-Tazobactam	Vibrio vulnificus	NA	insufficient data
Piperacillin-Tazobactam	Yersinia enterocolitica	1	tentative
Piperacillin	Acinetobacter baumannii	64	tentative
Piperacillin	Citrobacter freundii	8	NA
Piperacillin	Clostridioides difficile	NA	insufficient data
Piperacillin	Clostridium perfringens	NA	insufficient data
Piperacillin	Enterobacter cloacae	8	NA
Piperacillin	Enterococcus faecalis	8	NA
Piperacillin	Enterococcus faecium	NA	insufficient data
Piperacillin	Enterococcus gallinarum	NA	insufficient data
Piperacillin	Escherichia coli	8	NA
Piperacillin	Klebsiella aerogenes	8	NA
Piperacillin	Proteus mirabilis	2	NA
Piperacillin	Providencia rettgeri	NA	insufficient data
Piperacillin	Providencia stuartii	NA	insufficient data
Piperacillin	Pseudomonas aeruginosa	16	NA
Piperacillin	Pseudomonas fluorescens group	16	tentative
Piperacillin	Pseudomonas putida group	NA	insufficient data
Piperacillin	Pseudomonas stutzeri group	NA	insufficient data
Piperacillin	Salmonella enterica	NA	insufficient data
Piperacillin	Serratia liquefaciens	NA	insufficient data
Piperacillin	Serratia marcescens	8	NA
Piperacillin	Stenotrophomonas maltophilia	64	tentative
Piperacillin	Streptococcus agalactiae	0.5	tentative
Piperacillin	Streptococcus anginosus group	NA	insufficient data
Piperacillin	Streptococcus group G	NA	insufficient data
Piperacillin	Streptococcus pneumoniae	0.06	tentative
Piperacillin	Streptococcus pyogenes	NA	insufficient data
Piperacillin	Yersinia enterocolitica	NA	insufficient data
Pyrazinamide	Mycobacterium tuberculosis	NA	unspecified
Quinupristin-Dalfopristin	Bacteroides fragilis group	NA	insufficient data
Quinupristin-Dalfopristin	Corynebacterium diphtheriae	NA	insufficient data
Quinupristin-Dalfopristin	Corynebacterium ulcerans	NA	insufficient data
Quinupristin-Dalfopristin	Enterococcus faecalis	32	NA
Quinupristin-Dalfopristin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Quinupristin-Dalfopristin	Enterococcus faecium	2	NA
Quinupristin-Dalfopristin	Haemophilus influenzae	NA	insufficient data
Quinupristin-Dalfopristin	Lactobacillus reuteri	NA	insufficient data
Quinupristin-Dalfopristin	Staphylococcus aureus	1	NA
Quinupristin-Dalfopristin	Staphylococcus capitis	NA	insufficient data
Quinupristin-Dalfopristin	Staphylococcus epidermidis	NA	insufficient data
Quinupristin-Dalfopristin	Staphylococcus haemolyticus	1	tentative
Quinupristin-Dalfopristin	Staphylococcus hominis	NA	insufficient data
Quinupristin-Dalfopristin	Staphylococcus lugdunensis	NA	insufficient data
Quinupristin-Dalfopristin	Staphylococcus saprophyticus	NA	insufficient data
Quinupristin-Dalfopristin	Staphylococcus simulans	NA	insufficient data
Quinupristin-Dalfopristin	Staphylococcus warneri	NA	insufficient data
Quinupristin-Dalfopristin	Streptococcus agalactiae	NA	insufficient data
Quinupristin-Dalfopristin	Streptococcus mitis	NA	insufficient data
Quinupristin-Dalfopristin	Streptococcus oralis	NA	insufficient data
Quinupristin-Dalfopristin	Streptococcus pneumoniae	2	NA
Quinupristin-Dalfopristin	Streptococcus pyogenes	NA	insufficient data
Quinupristin-Dalfopristin	Streptococcus uberis	NA	insufficient data
Quinupristin-Dalfopristin	Yersinia enterocolitica	NA	insufficient data
Retapamulin	Haemophilus influenzae	NA	insufficient data
Retapamulin	Moraxella catarrhalis	NA	insufficient data
Retapamulin	Staphylococcus aureus	0.25	NA
Retapamulin	Staphylococcus aureus MRSA	NA	unspecified
Retapamulin	Staphylococcus aureus MSSA	NA	unspecified
Retapamulin	Staphylococcus capitis	NA	insufficient data
Retapamulin	Staphylococcus epidermidis	NA	insufficient data
Retapamulin	Staphylococcus haemolyticus	NA	insufficient data
Retapamulin	Staphylococcus hominis	NA	insufficient data
Retapamulin	Staphylococcus lugdunensis	NA	insufficient data
Retapamulin	Staphylococcus warneri	NA	insufficient data
Retapamulin	Streptococcus agalactiae	0.125	tentative
Retapamulin	Streptococcus group C	NA	insufficient data
Retapamulin	Streptococcus group G	NA	insufficient data
Retapamulin	Streptococcus mitis	NA	insufficient data
Retapamulin	Streptococcus oralis	NA	insufficient data
Retapamulin	Streptococcus pneumoniae	NA	insufficient data
Retapamulin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Retapamulin	Streptococcus pyogenes	0.125	tentative
Rifabutin	Mycobacterium avium ATCC 700898	NA	unspecified
Rifabutin	Mycobacterium intracellulare	NA	insufficient data
Rifampicin	Acinetobacter baumannii	NA	insufficient data
Rifampicin	Aerococcus sanguinicola	NA	insufficient data
Rifampicin	Bacillus anthracis	1	NA
Rifampicin	Brucella melitensis	2	NA
Rifampicin	Clostridioides difficile	0.004	NA
Rifampicin	Corynebacterium diphtheriae	NA	insufficient data
Rifampicin	Corynebacterium ulcerans	NA	unspecified
Rifampicin	Enterococcus faecalis	8	NA
Rifampicin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Rifampicin	Enterococcus faecium	NA	insufficient data
Rifampicin	Haemophilus influenzae	1	tentative
Rifampicin	Helicobacter pylori	NA	insufficient data
Rifampicin	Kingella kingae	NA	insufficient data
Rifampicin	Kocuria kristinae	NA	unspecified
Rifampicin	Legionella pneumophila	NA	insufficient data
Rifampicin	Mycobacterium avium	NA	insufficient data
Rifampicin	Mycobacterium avium ATCC 700898	NA	unspecified
Rifampicin	Mycobacterium intracellulare	16	NA
Rifampicin	Neisseria meningitidis	0.125	NA
Rifampicin	Rothia aeria	NA	unspecified
Rifampicin	Rothia dentocariosa	NA	unspecified
Rifampicin	Rothia mucilaginosa	NA	unspecified
Rifampicin	Staphylococcus aureus	0.03	NA
Rifampicin	Staphylococcus aureus MRSA	0.03	tentative
Rifampicin	Staphylococcus aureus MSSA	0.03	tentative
Rifampicin	Staphylococcus capitis	NA	unspecified
Rifampicin	Staphylococcus epidermidis	NA	unspecified
Rifampicin	Staphylococcus epidermidis MSSE	NA	unspecified
Rifampicin	Staphylococcus haemolyticus	0.06	tentative
Rifampicin	Streptococcus agalactiae	NA	insufficient data
Rifampicin	Streptococcus anginosus	NA	insufficient data
Rifampicin	Streptococcus anginosus group	NA	unspecified
Rifampicin	Streptococcus bovis equinus group	NA	unspecified
Rifampicin	Streptococcus constellatus	NA	unspecified
Rifampicin	Streptococcus mitis	NA	unspecified
Rifampicin	Streptococcus mitis group	NA	unspecified
Rifampicin	Streptococcus oralis	NA	unspecified
Rifampicin	Streptococcus parasanguinis	NA	unspecified
Rifampicin	Streptococcus pneumoniae	0.125	tentative
Rifampicin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Rifampicin	Streptococcus pyogenes	NA	insufficient data
Rifampicin	Streptococcus salivarius	NA	unspecified
Rifampicin	Streptococcus salivarius group	NA	unspecified
Rifampicin	Streptococcus sanguinis	NA	unspecified
Rifampicin	Streptococcus sanguinis group	NA	unspecified
Rifampicin	Yersinia enterocolitica	NA	insufficient data
Roxithromycin	Bacteroides fragilis group	NA	insufficient data
Roxithromycin	Enterococcus faecium	NA	insufficient data
Roxithromycin	Haemophilus influenzae	32	tentative
Roxithromycin	Moraxella catarrhalis	NA	insufficient data
Roxithromycin	Neisseria gonorrhoeae	NA	insufficient data
Roxithromycin	Staphylococcus aureus	1	tentative
Roxithromycin	Staphylococcus aureus MRSA	1	tentative
Roxithromycin	Staphylococcus aureus MSSA	1	tentative
Roxithromycin	Staphylococcus capitis	NA	insufficient data
Roxithromycin	Staphylococcus epidermidis	NA	insufficient data
Roxithromycin	Streptococcus anginosus group	NA	insufficient data
Roxithromycin	Streptococcus pneumoniae	NA	insufficient data
Roxithromycin	Streptococcus pyogenes	NA	insufficient data
Roxithromycin	Yersinia enterocolitica	NA	insufficient data
Secnidazole	Bacteroides fragilis	NA	unspecified
Secnidazole	Bacteroides fragilis group	NA	unspecified
Sitafloxacin	Acinetobacter baumannii	0.06	NA
Sitafloxacin	Enterococcus faecalis	0.5	NA
Sitafloxacin	Enterococcus faecium	0.25	NA
Sitafloxacin	Escherichia coli	0.03	NA
Sitafloxacin	Klebsiella pneumoniae	0.06	NA
Sitafloxacin	Proteus mirabilis	0.125	tentative
Sitafloxacin	Pseudomonas aeruginosa	0.5	NA
Sitafloxacin	Staphylococcus aureus	0.125	NA
Sitafloxacin	Streptococcus pneumoniae	0.125	NA
Sparfloxacin	Aeromonas hydrophila	NA	insufficient data
Sparfloxacin	Bacteroides fragilis	NA	insufficient data
Sparfloxacin	Clostridium perfringens	NA	insufficient data
Sparfloxacin	Enterococcus faecalis	NA	insufficient data
Sparfloxacin	Enterococcus faecium	NA	insufficient data
Sparfloxacin	Escherichia coli	NA	insufficient data
Sparfloxacin	Haemophilus influenzae	0.06	tentative
Sparfloxacin	Haemophilus parainfluenzae	NA	insufficient data
Sparfloxacin	Klebsiella pneumoniae	NA	insufficient data
Sparfloxacin	Listeria monocytogenes	NA	insufficient data
Sparfloxacin	Moraxella catarrhalis	NA	insufficient data
Sparfloxacin	Morganella morganii	NA	insufficient data
Sparfloxacin	Neisseria gonorrhoeae	NA	insufficient data
Sparfloxacin	Neisseria meningitidis	NA	insufficient data
Sparfloxacin	Plesiomonas shigelloides	NA	insufficient data
Sparfloxacin	Proteus mirabilis	NA	insufficient data
Sparfloxacin	Proteus vulgaris	NA	insufficient data
Sparfloxacin	Pseudomonas aeruginosa	NA	insufficient data
Sparfloxacin	Salmonella enterica	NA	insufficient data
Sparfloxacin	Salmonella Typhi	NA	insufficient data
Sparfloxacin	Shigella spp	NA	unspecified
Sparfloxacin	Staphylococcus aureus	NA	insufficient data
Sparfloxacin	Staphylococcus coagulase negative	NA	unspecified
Sparfloxacin	Streptococcus agalactiae	NA	insufficient data
Sparfloxacin	Streptococcus group C	NA	insufficient data
Sparfloxacin	Streptococcus group G	NA	insufficient data
Sparfloxacin	Streptococcus pneumoniae	1	tentative
Sparfloxacin	Streptococcus pyogenes	NA	insufficient data
Spectinomycin	Escherichia coli	64	NA
Spectinomycin	Mannheimia haemolytica	32	NA
Spectinomycin	Neisseria gonorrhoeae	32	NA
Spectinomycin	Pasteurella multocida	64	tentative
Spectinomycin	Salmonella enterica	64	NA
Spectinomycin	Staphylococcus aureus	128	tentative
Spectinomycin	Staphylococcus hominis	NA	insufficient data
Spectinomycin	Staphylococcus hyicus	NA	insufficient data
Spectinomycin	Yersinia enterocolitica	NA	insufficient data
Spiramycin	Streptococcus pneumoniae	NA	insufficient data
Spiramycin	Streptococcus pyogenes	NA	insufficient data
Streptomycin	Bifidobacterium longum	NA	unspecified
Streptomycin	Bifidobacterium pseudolongum	NA	unspecified
Streptomycin	Bifidobacterium thermophilum	NA	unspecified
Streptomycin	Brucella melitensis	1	NA
Streptomycin	Campylobacter coli	4	NA
Streptomycin	Campylobacter jejuni	4	NA
Streptomycin	Enterobacter agglomerans	NA	unspecified
Streptomycin	Enterobacter cloacae	NA	unspecified
Streptomycin	Enterobacter dissolvens	NA	unspecified
Streptomycin	Enterococcus faecalis	512	NA
Streptomycin	Enterococcus faecium	128	NA
Streptomycin	Enterococcus hirae	128	NA
Streptomycin	Escherichia coli	16	NA
Streptomycin	Hafnia alvei	NA	unspecified
Streptomycin	Klebsiella oxytoca	NA	unspecified
Streptomycin	Klebsiella pneumoniae	NA	unspecified
Streptomycin	Lactobacillus amylovorus	NA	unspecified
Streptomycin	Lactobacillus delbrueckii	NA	unspecified
Streptomycin	Lactobacillus fermentum	NA	unspecified
Streptomycin	Lactobacillus gasseri	NA	unspecified
Streptomycin	Lactobacillus helveticus	NA	unspecified
Streptomycin	Lactobacillus johnsonii	NA	unspecified
Streptomycin	Lactobacillus lactis	NA	unspecified
Streptomycin	Lactobacillus plantarum	NA	unspecified
Streptomycin	Lactobacillus reuteri	NA	unspecified
Streptomycin	Lactobacillus rhamnosus	NA	unspecified
Streptomycin	Lactococcus lactis	NA	unspecified
Streptomycin	Listeria monocytogenes	NA	unspecified
Streptomycin	Salmonella enterica	16	NA
Streptomycin	Serratia liquefaciens	NA	unspecified
Streptomycin	Staphylococcus aureus	16	NA
Streptomycin	Staphylococcus hyicus	NA	insufficient data
Streptomycin	Staphylococcus intermedius	NA	unspecified
Streptomycin	Streptococcus thermophilus	NA	unspecified
Streptomycin	Yersinia enterocolitica	NA	unspecified
Sulbactam	Acinetobacter baumannii	NA	unspecified
Sulbactam	Citrobacter freundii	NA	unspecified
Sulbactam	Enterobacter cloacae	NA	unspecified
Sulbactam	Enterococcus faecalis	NA	unspecified
Sulbactam	Escherichia coli	NA	unspecified
Sulbactam	Klebsiella oxytoca	NA	unspecified
Sulbactam	Klebsiella pneumoniae	NA	unspecified
Sulbactam	Proteus mirabilis	NA	unspecified
Sulbactam	Proteus vulgaris	NA	unspecified
Sulbactam	Pseudomonas aeruginosa	NA	unspecified
Sulbactam	Serratia marcescens	NA	unspecified
Sulbactam	Staphylococcus aureus	NA	unspecified
Sulbactam	Staphylococcus coagulase negative	NA	unspecified
Sulbactam	Stenotrophomonas maltophilia	NA	unspecified
Sulfamethoxazole	Enterobacter agglomerans	NA	insufficient data
Sulfamethoxazole	Enterobacter cloacae	NA	insufficient data
Sulfamethoxazole	Enterobacter dissolvens	NA	insufficient data
Sulfamethoxazole	Escherichia coli	NA	insufficient data
Sulfamethoxazole	Klebsiella oxytoca	NA	insufficient data
Sulfamethoxazole	Klebsiella pneumoniae	NA	insufficient data
Sulfamethoxazole	Listeria monocytogenes	NA	insufficient data
Sulfamethoxazole	Salmonella enterica	NA	unspecified
Sulfamethoxazole	Serratia liquefaciens	NA	insufficient data
Sulfamethoxazole	Staphylococcus aureus	NA	insufficient data
Sulfamethoxazole	Staphylococcus hyicus	NA	insufficient data
Sulfamethoxazole	Streptococcus agalactiae	NA	insufficient data
Tedizolid	Enterococcus faecalis	1	NA
Tedizolid	Enterococcus faecalis ATCC 29212	NA	insufficient data
Tedizolid	Enterococcus faecium	1	NA
Tedizolid	Moraxella catarrhalis	NA	insufficient data
Tedizolid	Staphylococcus aureus	1	NA
Tedizolid	Staphylococcus aureus ATCC 29213	NA	unspecified
Tedizolid	Staphylococcus aureus MRSA	1	NA
Tedizolid	Staphylococcus aureus MSSA	1	NA
Tedizolid	Staphylococcus haemolyticus	NA	insufficient data
Tedizolid	Staphylococcus lugdunensis	NA	insufficient data
Tedizolid	Streptococcus agalactiae	0.5	NA
Tedizolid	Streptococcus anginosus	NA	insufficient data
Tedizolid	Streptococcus pneumoniae	0.5	tentative
Tedizolid	Streptococcus pyogenes	0.5	NA
Teicoplanin	Clostridioides difficile	NA	insufficient data
Teicoplanin	Enterococcus faecalis	2	NA
Teicoplanin	Enterococcus faecium	2	NA
Teicoplanin	Staphylococcus aureus	2	NA
Teicoplanin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Teicoplanin	Staphylococcus aureus MRSA	2	NA
Teicoplanin	Staphylococcus aureus MSSA	2	tentative
Teicoplanin	Staphylococcus capitis	NA	insufficient data
Teicoplanin	Staphylococcus epidermidis	16	NA
Teicoplanin	Staphylococcus epidermidis MSSE	NA	unspecified
Teicoplanin	Staphylococcus haemolyticus	32	NA
Teicoplanin	Staphylococcus hominis	NA	insufficient data
Teicoplanin	Staphylococcus lugdunensis	NA	insufficient data
Teicoplanin	Staphylococcus saprophyticus	8	tentative
Teicoplanin	Staphylococcus simulans	NA	insufficient data
Teicoplanin	Staphylococcus warneri	NA	insufficient data
Teicoplanin	Streptococcus agalactiae	0.5	NA
Teicoplanin	Streptococcus anginosus	NA	insufficient data
Teicoplanin	Streptococcus group G	0.25	tentative
Teicoplanin	Streptococcus oralis	0.5	tentative
Teicoplanin	Streptococcus pneumoniae	0.25	NA
Teicoplanin	Streptococcus pyogenes	NA	insufficient data
Telavancin (with polysorbate P80)	Enterococcus faecalis	0.25	tentative
Telavancin (with polysorbate P80)	Staphylococcus aureus	0.125	tentative
Telavancin (with polysorbate P80)	Staphylococcus aureus MRSA	0.125	tentative
Telavancin (with polysorbate P80)	Staphylococcus aureus MSSA	0.125	tentative
Telavancin (with polysorbate P80)	Staphylococcus epidermidis	0.125	tentative
Telavancin (with polysorbate P80)	Staphylococcus epidermidis MRSE	0.125	tentative
Telavancin (with polysorbate P80)	Staphylococcus haemolyticus	NA	insufficient data
Telavancin (with polysorbate P80)	Streptococcus agalactiae	0.125	tentative
Telavancin (with polysorbate P80)	Streptococcus anginosus	NA	insufficient data
Telavancin (with polysorbate P80)	Streptococcus constellatus	0.03	tentative
Telavancin (with polysorbate P80)	Streptococcus dysgalactiae	0.125	tentative
Telavancin (with polysorbate P80)	Streptococcus group G	NA	insufficient data
Telavancin (with polysorbate P80)	Streptococcus mitis	NA	insufficient data
Telavancin (with polysorbate P80)	Streptococcus oralis	NA	insufficient data
Telavancin (with polysorbate P80)	Streptococcus pneumoniae	0.03	tentative
Telavancin (with polysorbate P80)	Streptococcus pyogenes	NA	insufficient data
Telavancin	Enterococcus faecalis	2	NA
Telavancin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Telavancin	Enterococcus faecium	0.5	NA
Telavancin	Staphylococcus aureus	1	NA
Telavancin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Telavancin	Staphylococcus aureus MRSA	1	NA
Telavancin	Staphylococcus aureus MSSA	1	NA
Telavancin	Staphylococcus epidermidis	1	NA
Telavancin	Staphylococcus epidermidis MSSE	NA	unspecified
Telavancin	Staphylococcus haemolyticus	1	tentative
Telavancin	Streptococcus agalactiae	0.125	NA
Telavancin	Streptococcus group G	0.125	tentative
Telavancin	Streptococcus intermedius	NA	unspecified
Telavancin	Streptococcus oralis	NA	insufficient data
Telavancin	Streptococcus pneumoniae	NA	insufficient data
Telavancin	Streptococcus pyogenes	0.125	NA
Telithromycin	Campylobacter coli	NA	insufficient data
Telithromycin	Campylobacter jejuni	4	NA
Telithromycin	Campylobacter upsaliensis	NA	insufficient data
Telithromycin	Enterococcus faecalis	NA	insufficient data
Telithromycin	Haemophilus influenzae	8	NA
Telithromycin	Listeria monocytogenes	NA	insufficient data
Telithromycin	Moraxella catarrhalis	NA	insufficient data
Telithromycin	Neisseria gonorrhoeae	NA	insufficient data
Telithromycin	Neisseria meningitidis	NA	insufficient data
Telithromycin	Staphylococcus aureus MRSA	NA	insufficient data
Telithromycin	Staphylococcus aureus MSSA	NA	insufficient data
Telithromycin	Staphylococcus saprophyticus	NA	insufficient data
Telithromycin	Streptococcus agalactiae	NA	unspecified
Telithromycin	Streptococcus anginosus group	NA	insufficient data
Telithromycin	Streptococcus pneumoniae	0.06	NA
Telithromycin	Streptococcus pyogenes	0.03	NA
Temocillin	Burkholderia cepacia complex	64	tentative
Temocillin	Citrobacter freundii	NA	insufficient data
Temocillin	Enterobacter cloacae	NA	insufficient data
Temocillin	Escherichia coli	16	NA
Temocillin	Escherichia coli ATCC 25922	NA	insufficient data
Temocillin	Escherichia coli ATCC 35218	NA	insufficient data
Temocillin	Escherichia coli NCTC 13846	NA	insufficient data
Temocillin	Haemophilus influenzae	1	tentative
Temocillin	Klebsiella aerogenes	64	tentative
Temocillin	Klebsiella oxytoca	NA	insufficient data
Temocillin	Klebsiella pneumoniae	8	NA
Temocillin	Klebsiella pneumoniae ATCC 700603	NA	unspecified
Temocillin	Morganella morganii	8	NA
Temocillin	Proteus mirabilis	8	NA
Temocillin	Proteus vulgaris	NA	insufficient data
Temocillin	Salmonella enterica	16	NA
Temocillin	Serratia marcescens	64	NA
Temocillin	Yersinia enterocolitica	NA	insufficient data
Tetracycline	Actinobacillus pleuropneumoniae	2	NA
Tetracycline	Actinomyces israelii	NA	insufficient data
Tetracycline	Arcanobacterium pyogenes	NA	insufficient data
Tetracycline	Bacillus anthracis	0.125	NA
Tetracycline	Bacillus cereus	NA	insufficient data
Tetracycline	Bifidobacterium longum	NA	insufficient data
Tetracycline	Bifidobacterium pseudolongum	NA	insufficient data
Tetracycline	Bifidobacterium thermophilum	NA	insufficient data
Tetracycline	Bordetella bronchiseptica	1	NA
Tetracycline	Brucella melitensis	0.5	NA
Tetracycline	Burkholderia pseudomallei	8	NA
Tetracycline	Campylobacter coli	2	NA
Tetracycline	Campylobacter jejuni	1	NA
Tetracycline	Campylobacter upsaliensis	NA	insufficient data
Tetracycline	Citrobacter freundii	NA	insufficient data
Tetracycline	Citrobacter koseri	NA	insufficient data
Tetracycline	Clostridioides difficile	0.25	tentative
Tetracycline	Corynebacterium amycolatum	NA	insufficient data
Tetracycline	Corynebacterium diphtheriae	NA	insufficient data
Tetracycline	Corynebacterium jeikeium	NA	insufficient data
Tetracycline	Corynebacterium pseudodiphtheriticum	NA	insufficient data
Tetracycline	Corynebacterium ulcerans	NA	insufficient data
Tetracycline	Cutibacterium acnes	NA	insufficient data
Tetracycline	Enterobacter agglomerans	NA	insufficient data
Tetracycline	Enterobacter cloacae	8	NA
Tetracycline	Enterobacter dissolvens	NA	insufficient data
Tetracycline	Enterococcus cecorum	NA	insufficient data
