version	drug	organism	mg_per_L	comment
2014	Cefazolin	Salmonella spp	NA	missing
2014	Cefoperazone	Salmonella spp	NA	missing
2014	Cefotaxime	Salmonella spp	0.5	
2014	Cefoxitin	Salmonella spp	8	
2014	Ceftazidime	Salmonella spp	2	
2014	Ceftiofur	Salmonella spp	2	
2014	Ceftobiprole	Salmonella spp	NA	missing
2014	Cefuroxime	Salmonella spp	16	
2014	Chloramphenicol	Salmonella spp	16	
2014	Ciprofloxacin	Salmonella spp	0.064	
2014	Colistin	Salmonella spp	2	
2014	Doxycycline	Salmonella spp	8	
2014	Enrofloxacin	Salmonella spp	NA	missing
2014	Ertapenem	Salmonella spp	0.064	
2014	Florfenicol	Salmonella spp	16	
2014	Flumequine	Salmonella spp	2	
2014	Gatifloxacin	Salmonella spp	0.25	
2014	Gentamicin	Salmonella spp	2	
2014	Imipenem	Salmonella spp	1	
2014	Kanamycin	Salmonella spp	NA	missing
2014	Levofloxacin	Salmonella spp	0.25	
2014	Mecillinam	Salmonella spp	NA	missing
2014	Meropenem	Salmonella spp	0.125	
2014	Nalidixic acid	Salmonella spp	16	
2014	Neomycin	Salmonella spp	4	
2014	Ofloxacin	Salmonella spp	0.25	
2014	Piperacillin	Salmonella spp	NA	missing
2014	Piperacillin-Tazobactam	Salmonella spp	8	
2014	Sparfloxacin	Salmonella spp	NA	missing
2014	Spectinomycin	Salmonella spp	NA	missing
2014	Streptomycin	Salmonella spp	16	
2014	Sulfamethoxazole	Salmonella spp	NA	missing
2014	Tetracycline	Salmonella spp	8	
2014	Ticarcillin	Salmonella spp	NA	missing
2014	Ticarcillin-Clavulanic acid	Salmonella spp	NA	missing
2014	Trimethoprim	Salmonella spp	2	
2014	Trimethoprim-Sulfamethoxazole	Salmonella spp	1	
2014	Ampicillin	Salmonella typhi	8	
2014	Ampicillin-Sulbactam (ratio)	Salmonella typhi	NA	missing
2014	Azithromycin	Salmonella typhi	NA	missing
2014	Cefoxitin	Salmonella typhi	8	
2014	Ceftobiprole	Salmonella typhi	NA	missing
2014	Cefuroxime	Salmonella typhi	16	
2014	Imipenem	Salmonella typhi	NA	missing
2014	Meropenem	Salmonella typhi	0.125	
2014	Piperacillin	Salmonella typhi	NA	missing
2014	Piperacillin-Tazobactam	Salmonella typhi	8	
2014	Sparfloxacin	Salmonella typhi	NA	missing
2014	Ticarcillin	Salmonella typhi	NA	missing
2014	Tigecycline	Salmonella typhi	1	
2014	Ampicillin	Salmonella typhimurium	8	
2014	Ampicillin-Sulbactam (ratio)	Salmonella typhimurium	NA	missing
2014	Cefoxitin	Salmonella typhimurium	8	
2014	Ceftobiprole	Salmonella typhimurium	NA	missing
2014	Cefuroxime	Salmonella typhimurium	16	
2014	Colistin	Salmonella typhimurium	NA	missing
2014	Imipenem	Salmonella typhimurium	NA	missing
2014	Meropenem	Salmonella typhimurium	0.125	
2014	Piperacillin	Salmonella typhimurium	NA	missing
2014	Piperacillin-Tazobactam	Salmonella typhimurium	8	
2014	Ticarcillin	Salmonella typhimurium	NA	missing
2014	Ticarcillin-Clavulanic acid	Salmonella typhimurium	NA	missing
2014	Tigecycline	Salmonella typhimurium	1	
2014	Amikacin	Serratia liquefaciens	NA	missing
2014	Amoxicillin	Serratia liquefaciens	NA	missing
2014	Ampicillin	Serratia liquefaciens	NA	missing
2014	Ampicillin-Sulbactam (ratio)	Serratia liquefaciens	NA	missing
2014	Cefalothin (a.k.a. Cefalotin)	Serratia liquefaciens	NA	missing
2014	Cefpodoxime	Serratia liquefaciens	NA	missing
2014	Cefpodoxime-Clavulanic acid	Serratia liquefaciens	NA	missing
2014	Ceftobiprole	Serratia liquefaciens	NA	missing
2014	Cefuroxime	Serratia liquefaciens	NA	missing
2014	Chloramphenicol	Serratia liquefaciens	NA	missing
2014	Ciprofloxacin	Serratia liquefaciens	NA	missing
2014	Colistin	Serratia liquefaciens	NA	missing
2014	Doripenem	Serratia liquefaciens	0.5	
2014	Gentamicin	Serratia liquefaciens	2	
2014	Imipenem	Serratia liquefaciens	2	
2014	Mecillinam	Serratia liquefaciens	NA	missing
2014	Meropenem	Serratia liquefaciens	0.25	
2014	Minocycline	Serratia liquefaciens	64	
2014	Nalidixic acid	Serratia liquefaciens	NA	missing
2014	Norfloxacin	Serratia liquefaciens	NA	missing
2014	Piperacillin	Serratia liquefaciens	NA	missing
2014	Piperacillin-Tazobactam	Serratia liquefaciens	8	
2014	Streptomycin	Serratia liquefaciens	NA	missing
2014	Tetracycline	Serratia liquefaciens	NA	missing
2014	Tobramycin	Serratia liquefaciens	4	
2014	Trimethoprim-Sulfamethoxazole	Serratia liquefaciens	1	
2014	Amikacin	Serratia marcescens	8	
2014	Ampicillin	Serratia marcescens	NA	missing
2014	Ampicillin-Sulbactam (ratio)	Serratia marcescens	NA	missing
2014	Aztreonam	Serratia marcescens	NA	missing
2014	Cefazolin	Serratia marcescens	NA	missing
2014	Cefepime	Serratia marcescens	0.125	
2014	Cefoperazone	Serratia marcescens	NA	missing
2014	Cefotaxime	Serratia marcescens	1	
2014	Cefoxitin	Serratia marcescens	NA	missing
2014	Cefpodoxime	Serratia marcescens	NA	missing
2014	Cefpodoxime-Clavulanic acid	Serratia marcescens	NA	missing
2014	Ceftazidime	Serratia marcescens	0.5	
2014	Ceftibuten	Serratia marcescens	NA	missing
2014	Ceftobiprole	Serratia marcescens	NA	missing
2014	Ceftriaxone	Serratia marcescens	NA	missing
2014	Ciprofloxacin	Serratia marcescens	NA	missing
2014	Colistin	Serratia marcescens	NA	missing
2014	Doripenem	Serratia marcescens	0.5	
2014	Doxycycline	Serratia marcescens	NA	missing
2014	Ertapenem	Serratia marcescens	0.064	
2014	Fosfomycin	Serratia marcescens	NA	missing
2014	Gatifloxacin	Serratia marcescens	NA	missing
2014	Gemifloxacin	Serratia marcescens	NA	missing
2014	Gentamicin	Serratia marcescens	2	
2014	Imipenem	Serratia marcescens	2	
2014	Levofloxacin	Serratia marcescens	NA	missing
2014	Mecillinam	Serratia marcescens	NA	missing
2014	Meropenem	Serratia marcescens	0.25	
2014	Moxifloxacin	Serratia marcescens	1	
2014	Piperacillin	Serratia marcescens	NA	missing
2014	Piperacillin-Tazobactam	Serratia marcescens	8	
2014	Sulbactam	Serratia marcescens	NA	missing
2014	Tetracycline	Serratia marcescens	NA	missing
2014	Ticarcillin	Serratia marcescens	NA	missing
2014	Ticarcillin-Clavulanic acid	Serratia marcescens	NA	missing
2014	Tigecycline	Serratia marcescens	4	
2014	Tobramycin	Serratia marcescens	4	
2014	Trimethoprim	Serratia marcescens	NA	missing
2014	Trimethoprim-Sulfamethoxazole	Serratia marcescens	1	
2014	Amikacin	Serratia spp	NA	missing
2014	Amoxicillin	Serratia spp	NA	missing
2014	Ampicillin	Serratia spp	NA	missing
2014	Ampicillin-Sulbactam (ratio)	Serratia spp	NA	missing
2014	Cefalothin (a.k.a. Cefalotin)	Serratia spp	NA	missing
2014	Cefotaxime	Serratia spp	1	
2014	Cefoxitin	Serratia spp	NA	missing
2014	Cefpirome	Serratia spp	NA	missing
2014	Cefpodoxime	Serratia spp	NA	missing
2014	Cefpodoxime-Clavulanic acid	Serratia spp	NA	missing
2014	Ceftazidime	Serratia spp	0.5	
2014	Ceftobiprole	Serratia spp	NA	missing
2014	Chloramphenicol	Serratia spp	NA	missing
2014	Ciprofloxacin	Serratia spp	NA	missing
2014	Clinafloxacin	Serratia spp	NA	missing
2014	Doripenem	Serratia spp	0.5	
2014	Ertapenem	Serratia spp	0.064	
2014	Florfenicol	Serratia spp	NA	missing
2014	Gatifloxacin	Serratia spp	NA	missing
2014	Gentamicin	Serratia spp	2	
2014	Imipenem	Serratia spp	2	
2014	Levofloxacin	Serratia spp	0.5	
2014	Minocycline	Serratia spp	NA	missing
2014	Moxifloxacin	Serratia spp	1	
2014	Nalidixic acid	Serratia spp	NA	missing
2014	Norfloxacin	Serratia spp	NA	missing
2014	Ofloxacin	Serratia spp	1	
2014	Piperacillin	Serratia spp	NA	missing
2014	Piperacillin-Tazobactam	Serratia spp	8	
2014	Sparfloxacin	Serratia spp	NA	missing
2014	Spectinomycin	Serratia spp	NA	missing
2014	Streptomycin	Serratia spp	NA	missing
2014	Tetracycline	Serratia spp	32	
2014	Tigecycline	Serratia spp	4	
2014	Tobramycin	Serratia spp	4	
2014	Trimethoprim	Serratia spp	NA	missing
2014	Trimethoprim-Sulfamethoxazole	Serratia spp	1	
2014	Azithromycin	Shigella boydii	NA	missing
2014	Ciprofloxacin	Shigella boydii	NA	missing
2014	Tigecycline	Shigella boydii	1	
2014	Azithromycin	Shigella dysenteriae	NA	missing
2014	Ciprofloxacin	Shigella dysenteriae	NA	missing
2014	Tigecycline	Shigella dysenteriae	1	
2014	Ampicillin	Shigella flexneri	8	
2014	Ampicillin-Sulbactam (ratio)	Shigella flexneri	NA	missing
2014	Azithromycin	Shigella flexneri	NA	missing
2014	Cefazolin	Shigella flexneri	NA	missing
2014	Cefoxitin	Shigella flexneri	8	
2014	Cefuroxime	Shigella flexneri	8	
2014	Ciprofloxacin	Shigella flexneri	NA	missing
2014	Imipenem	Shigella flexneri	NA	missing
2014	Meropenem	Shigella flexneri	NA	missing
2014	Piperacillin	Shigella flexneri	NA	missing
2014	Piperacillin-Tazobactam	Shigella flexneri	8	
2014	Ticarcillin	Shigella flexneri	NA	missing
2014	Ticarcillin-Clavulanic acid	Shigella flexneri	NA	missing
2014	Tigecycline	Shigella flexneri	1	
2014	Ampicillin	Shigella sonnei	8	
2014	Ampicillin-Sulbactam (ratio)	Shigella sonnei	NA	missing
2014	Azithromycin	Shigella sonnei	NA	missing
2014	Cefoxitin	Shigella sonnei	8	
2014	Cefuroxime	Shigella sonnei	8	
2014	Ciprofloxacin	Shigella sonnei	NA	missing
2014	Imipenem	Shigella sonnei	NA	missing
2014	Meropenem	Shigella sonnei	NA	missing
2014	Piperacillin	Shigella sonnei	NA	missing
2014	Piperacillin-Tazobactam	Shigella sonnei	8	
2014	Ticarcillin	Shigella sonnei	NA	missing
2014	Ticarcillin-Clavulanic acid	Shigella sonnei	NA	missing
2014	Tigecycline	Shigella sonnei	1	
2014	Azithromycin	Shigella spp	NA	missing
2014	Ciprofloxacin	Shigella spp	NA	missing
2014	Ertapenem	Shigella spp	0.064	
2014	Fosfomycin	Shigella spp	NA	missing
2014	Gatifloxacin	Shigella spp	NA	missing
2014	Imipenem	Shigella spp	1	
2014	Ofloxacin	Shigella spp	NA	missing
2014	Sparfloxacin	Shigella spp	NA	missing
2014	Amikacin	Staphylococcus aureus	8	
2014	Ampicillin	Staphylococcus aureus	NA	missing
2014	Avilamycin	Staphylococcus aureus	NA	missing
2014	Azithromycin	Staphylococcus aureus	2	
2014	Benzylpenicillin	Staphylococcus aureus	0.125	
2014	Cefaclor	Staphylococcus aureus	8	
2014	Cefadroxil	Staphylococcus aureus	NA	missing
2014	Cefalexin	Staphylococcus aureus	8	
2014	Cefalothin (a.k.a. Cefalotin)	Staphylococcus aureus	1	
2014	Cefazolin	Staphylococcus aureus	2	
2014	Cefepime	Staphylococcus aureus	8	
2014	Cefixime	Staphylococcus aureus	NA	missing
2014	Cefoperazone	Staphylococcus aureus	8	
2014	Cefotaxime	Staphylococcus aureus	4	
2014	Cefotaxime-Clavulanate	Staphylococcus aureus	NA	missing
2014	Cefoxitin	Staphylococcus aureus	4	
2014	Cefpodoxime	Staphylococcus aureus	4	
2014	Ceftaroline	Staphylococcus aureus	0.5	
2014	Ceftiofur	Staphylococcus aureus	NA	missing
2014	Ceftobiprole	Staphylococcus aureus	1	
2014	Ceftriaxone	Staphylococcus aureus	8	
2014	Cefuroxime	Staphylococcus aureus	4	
2014	Chloramphenicol	Staphylococcus aureus	16	
2014	Ciprofloxacin	Staphylococcus aureus	1	
2014	Clarithromycin	Staphylococcus aureus	0.5	
2014	Clinafloxacin	Staphylococcus aureus	0.25	
2014	Clindamycin	Staphylococcus aureus	0.25	
2014	Cloxacillin	Staphylococcus aureus	0.5	
2014	Daptomycin	Staphylococcus aureus	1	
2014	Doripenem	Staphylococcus aureus	0.125	
2014	Doxycycline	Staphylococcus aureus	0.5	
2014	Ertapenem	Staphylococcus aureus	1	
2014	Erythromycin	Staphylococcus aureus	1	
2014	Florfenicol	Staphylococcus aureus	8	
2014	Fosfomycin	Staphylococcus aureus	32	
2014	Fusidic acid	Staphylococcus aureus	0.5	
2014	Gatifloxacin	Staphylococcus aureus	0.25	
2014	Gemifloxacin	Staphylococcus aureus	0.125	
2014	Gentamicin	Staphylococcus aureus	2	
2014	Imipenem	Staphylococcus aureus	0.125	
2014	Kanamycin	Staphylococcus aureus	8	
2014	Levofloxacin	Staphylococcus aureus	1	
2014	Lincomycin	Staphylococcus aureus	2	
2014	Linezolid	Staphylococcus aureus	4	
2014	Meropenem	Staphylococcus aureus	0.5	
2014	Minocycline	Staphylococcus aureus	0.25	
2014	Moxifloxacin	Staphylococcus aureus	0.25	
2014	Mupirocin	Staphylococcus aureus	1	
2014	Neomycin	Staphylococcus aureus	1	
2014	Netilmicin	Staphylococcus aureus	1	
2014	Nitrofurantoin	Staphylococcus aureus	32	
2014	Norfloxacin	Staphylococcus aureus	4	
2014	Ofloxacin	Staphylococcus aureus	1	
2014	Oxacillin	Staphylococcus aureus	2	
2014	Phenoxymethylpenicillin	Staphylococcus aureus	NA	missing
2014	Piperacillin	Staphylococcus aureus	2	
2014	Piperacillin-Tazobactam	Staphylococcus aureus	2	
2014	Quinupristin-Dalfopristin	Staphylococcus aureus	1	
2014	Retapamulin	Staphylococcus aureus	0.5	
2014	Rifampicin	Staphylococcus aureus	0.032	
2014	Roxithromycin	Staphylococcus aureus	1	
2014	Sparfloxacin	Staphylococcus aureus	0.25	
2014	Spectinomycin	Staphylococcus aureus	128	
2014	Streptomycin	Staphylococcus aureus	16	
2014	Sulbactam	Staphylococcus aureus	NA	missing
2014	Sulfamethoxazole	Staphylococcus aureus	128	
2014	Teicoplanin	Staphylococcus aureus	2	
2014	Tetracycline	Staphylococcus aureus	1	
2014	Tiamulin	Staphylococcus aureus	2	
2014	Tigecycline	Staphylococcus aureus	0.5	
2014	Tobramycin	Staphylococcus aureus	2	
2014	Trimethoprim	Staphylococcus aureus	2	
2014	Trimethoprim-Sulfamethoxazole	Staphylococcus aureus	0.5	
2014	Vancomycin	Staphylococcus aureus	2	
2014	Benzylpenicillin	Staphylococcus aureus MRSA	0.125	
2014	Cefoxitin	Staphylococcus aureus MRSA	4	
2014	Ceftaroline	Staphylococcus aureus MRSA	0.5	
2014	Ceftobiprole	Staphylococcus aureus MRSA	1	
2014	Ciprofloxacin	Staphylococcus aureus MRSA	NA	missing
2014	Clarithromycin	Staphylococcus aureus MRSA	0.5	
2014	Clindamycin	Staphylococcus aureus MRSA	0.25	
2014	Daptomycin	Staphylococcus aureus MRSA	NA	missing
2014	Doripenem	Staphylococcus aureus MRSA	NA	missing
2014	Erythromycin	Staphylococcus aureus MRSA	1	
2014	Fosfomycin	Staphylococcus aureus MRSA	NA	missing
2014	Fusidic acid	Staphylococcus aureus MRSA	0.5	
2014	Gentamicin	Staphylococcus aureus MRSA	2	
2014	Linezolid	Staphylococcus aureus MRSA	NA	missing
2014	Minocycline	Staphylococcus aureus MRSA	0.5	
2014	Moxifloxacin	Staphylococcus aureus MRSA	NA	missing
2014	Mupirocin	Staphylococcus aureus MRSA	1	
2014	Oxacillin	Staphylococcus aureus MRSA	2	
2014	Piperacillin-Tazobactam	Staphylococcus aureus MRSA	NA	missing
2014	Retapamulin	Staphylococcus aureus MRSA	NA	missing
2014	Rifampicin	Staphylococcus aureus MRSA	0.032	
2014	Roxithromycin	Staphylococcus aureus MRSA	1	
2014	Teicoplanin	Staphylococcus aureus MRSA	2	
2014	Telithromycin	Staphylococcus aureus MRSA	NA	missing
2014	Tetracycline	Staphylococcus aureus MRSA	1	
2014	Tigecycline	Staphylococcus aureus MRSA	NA	missing
2014	Trimethoprim	Staphylococcus aureus MRSA	2	
2014	Vancomycin	Staphylococcus aureus MRSA	2	
2014	Benzylpenicillin	Staphylococcus aureus MSSA	0.125	
2014	Cefoxitin	Staphylococcus aureus MSSA	4	
2014	Ceftaroline	Staphylococcus aureus MSSA	0.5	
2014	Ceftobiprole	Staphylococcus aureus MSSA	1	
2014	Ciprofloxacin	Staphylococcus aureus MSSA	NA	missing
2014	Clarithromycin	Staphylococcus aureus MSSA	0.5	
2014	Clindamycin	Staphylococcus aureus MSSA	0.25	
2014	Daptomycin	Staphylococcus aureus MSSA	NA	missing
2014	Doripenem	Staphylococcus aureus MSSA	0.125	
2014	Erythromycin	Staphylococcus aureus MSSA	1	
2014	Fusidic acid	Staphylococcus aureus MSSA	0.5	
2014	Gentamicin	Staphylococcus aureus MSSA	2	
2014	Linezolid	Staphylococcus aureus MSSA	NA	missing
2014	Minocycline	Staphylococcus aureus MSSA	0.5	
2014	Moxifloxacin	Staphylococcus aureus MSSA	NA	missing
2014	Mupirocin	Staphylococcus aureus MSSA	1	
2014	Oxacillin	Staphylococcus aureus MSSA	2	
2014	Piperacillin-Tazobactam	Staphylococcus aureus MSSA	NA	missing
2014	Retapamulin	Staphylococcus aureus MSSA	NA	missing
2014	Rifampicin	Staphylococcus aureus MSSA	0.032	
2014	Roxithromycin	Staphylococcus aureus MSSA	1	
2014	Teicoplanin	Staphylococcus aureus MSSA	2	
2014	Telithromycin	Staphylococcus aureus MSSA	NA	missing
2014	Tetracycline	Staphylococcus aureus MSSA	1	
2014	Tigecycline	Staphylococcus aureus MSSA	NA	missing
2014	Trimethoprim	Staphylococcus aureus MSSA	2	
2014	Vancomycin	Staphylococcus aureus MSSA	2	
2014	Benzylpenicillin	Staphylococcus auricularis	NA	missing
2014	Ciprofloxacin	Staphylococcus auricularis	NA	missing
2014	Oxacillin	Staphylococcus auricularis	NA	missing
2014	Amikacin	Staphylococcus capitis	NA	missing
2014	Ampicillin	Staphylococcus capitis	NA	missing
2014	Benzylpenicillin	Staphylococcus capitis	NA	missing
2014	Cefazolin	Staphylococcus capitis	NA	missing
2014	Cefepime	Staphylococcus capitis	NA	missing
2014	Cefotaxime	Staphylococcus capitis	2	
2014	Ceftobiprole	Staphylococcus capitis	NA	missing
2014	Ceftriaxone	Staphylococcus capitis	NA	missing
2014	Cefuroxime	Staphylococcus capitis	NA	missing
2014	Ciprofloxacin	Staphylococcus capitis	1	
2014	Daptomycin	Staphylococcus capitis	1	
2014	Ertapenem	Staphylococcus capitis	NA	missing
2014	Erythromycin	Staphylococcus capitis	1	
2014	Gentamicin	Staphylococcus capitis	NA	missing
2014	Imipenem	Staphylococcus capitis	NA	missing
2014	Levofloxacin	Staphylococcus capitis	0.5	
2014	Linezolid	Staphylococcus capitis	2	
2014	Meropenem	Staphylococcus capitis	0.5	
2014	Moxifloxacin	Staphylococcus capitis	0.25	
2014	Netilmicin	Staphylococcus capitis	NA	missing
2014	Oxacillin	Staphylococcus capitis	1	
2014	Piperacillin-Tazobactam	Staphylococcus capitis	NA	missing
2014	Quinupristin-Dalfopristin	Staphylococcus capitis	NA	missing
2014	Roxithromycin	Staphylococcus capitis	1	
2014	Teicoplanin	Staphylococcus capitis	NA	missing
2014	Tobramycin	Staphylococcus capitis	NA	missing
2014	Vancomycin	Staphylococcus capitis	4	
2014	Amikacin	Staphylococcus coagulase negative	NA	missing
2014	Ampicillin	Staphylococcus coagulase negative	NA	missing
2014	Benzylpenicillin	Staphylococcus coagulase negative	NA	missing
2014	Cefadroxil	Staphylococcus coagulase negative	NA	missing
2014	Cefalexin	Staphylococcus coagulase negative	NA	missing
2014	Cefalothin (a.k.a. Cefalotin)	Staphylococcus coagulase negative	NA	missing
2014	Cefixime	Staphylococcus coagulase negative	NA	missing
2014	Cefotaxime	Staphylococcus coagulase negative	2	
2014	Ceftobiprole	Staphylococcus coagulase negative	NA	missing
2014	Cefuroxime	Staphylococcus coagulase negative	NA	missing
2014	Chloramphenicol	Staphylococcus coagulase negative	16	
2014	Ciprofloxacin	Staphylococcus coagulase negative	1	
2014	Clindamycin	Staphylococcus coagulase negative	0.25	
2014	Daptomycin	Staphylococcus coagulase negative	1	
2014	Doripenem	Staphylococcus coagulase negative	0.125	
2014	Doxycycline	Staphylococcus coagulase negative	NA	missing
2014	Ertapenem	Staphylococcus coagulase negative	1	
2014	Erythromycin	Staphylococcus coagulase negative	1	
2014	Fusidic acid	Staphylococcus coagulase negative	0.5	
2014	Gatifloxacin	Staphylococcus coagulase negative	0.25	
2014	Gemifloxacin	Staphylococcus coagulase negative	NA	missing
2014	Gentamicin	Staphylococcus coagulase negative	0.5	
2014	Imipenem	Staphylococcus coagulase negative	0.125	
2014	Kanamycin	Staphylococcus coagulase negative	NA	missing
2014	Levofloxacin	Staphylococcus coagulase negative	0.5	
2014	Lincomycin	Staphylococcus coagulase negative	NA	missing
2014	Linezolid	Staphylococcus coagulase negative	2	
2014	Meropenem	Staphylococcus coagulase negative	0.5	
2014	Minocycline	Staphylococcus coagulase negative	NA	missing
2014	Moxifloxacin	Staphylococcus coagulase negative	0.25	
2014	Neomycin	Staphylococcus coagulase negative	NA	missing
2014	Netilmicin	Staphylococcus coagulase negative	NA	missing
2014	Nitrofurantoin	Staphylococcus coagulase negative	NA	missing
2014	Norfloxacin	Staphylococcus coagulase negative	4	
2014	Ofloxacin	Staphylococcus coagulase negative	1	
2014	Oxacillin	Staphylococcus coagulase negative	1	
2014	Phenoxymethylpenicillin	Staphylococcus coagulase negative	NA	missing
2014	Piperacillin	Staphylococcus coagulase negative	NA	missing
2014	Piperacillin-Tazobactam	Staphylococcus coagulase negative	NA	missing
2014	Quinupristin-Dalfopristin	Staphylococcus coagulase negative	NA	missing
2014	Rifampicin	Staphylococcus coagulase negative	0.064	
2014	Roxithromycin	Staphylococcus coagulase negative	1	
2014	Sparfloxacin	Staphylococcus coagulase negative	NA	missing
2014	Streptomycin	Staphylococcus coagulase negative	NA	missing
2014	Sulbactam	Staphylococcus coagulase negative	NA	missing
2014	Teicoplanin	Staphylococcus coagulase negative	NA	missing
2014	Tetracycline	Staphylococcus coagulase negative	1	
2014	Tigecycline	Staphylococcus coagulase negative	0.5	
2014	Tobramycin	Staphylococcus coagulase negative	0.5	
2014	Trimethoprim	Staphylococcus coagulase negative	NA	missing
2014	Trimethoprim-Sulfamethoxazole	Staphylococcus coagulase negative	0.5	
2014	Vancomycin	Staphylococcus coagulase negative	4	
2014	Ceftobiprole	Staphylococcus coagulase negative MRSE	NA	missing
2014	Ciprofloxacin	Staphylococcus coagulase negative MRSE	NA	missing
2014	Clindamycin	Staphylococcus coagulase negative MRSE	0.25	
2014	Daptomycin	Staphylococcus coagulase negative MRSE	NA	missing
2014	Doripenem	Staphylococcus coagulase negative MRSE	NA	missing
2014	Erythromycin	Staphylococcus coagulase negative MRSE	1	
2014	Fusidic acid	Staphylococcus coagulase negative MRSE	0.5	
2014	Gentamicin	Staphylococcus coagulase negative MRSE	0.5	
2014	Linezolid	Staphylococcus coagulase negative MRSE	NA	missing
2014	Minocycline	Staphylococcus coagulase negative MRSE	NA	missing
2014	Mupirocin	Staphylococcus coagulase negative MRSE	NA	missing
2014	Oxacillin	Staphylococcus coagulase negative MRSE	1	
2014	Piperacillin-Tazobactam	Staphylococcus coagulase negative MRSE	NA	missing
2014	Rifampicin	Staphylococcus coagulase negative MRSE	0.064	
2014	Teicoplanin	Staphylococcus coagulase negative MRSE	NA	missing
2014	Tetracycline	Staphylococcus coagulase negative MRSE	1	
2014	Tigecycline	Staphylococcus coagulase negative MRSE	NA	missing
2014	Trimethoprim	Staphylococcus coagulase negative MRSE	NA	missing
2014	Vancomycin	Staphylococcus coagulase negative MRSE	4	
2014	Ciprofloxacin	Staphylococcus cohnii	1	
2014	Teicoplanin	Staphylococcus cohnii	NA	missing
2014	Vancomycin	Staphylococcus cohnii	4	
2014	Amikacin	Staphylococcus epidermidis	NA	missing
2014	Ampicillin	Staphylococcus epidermidis	NA	missing
2014	Benzylpenicillin	Staphylococcus epidermidis	NA	missing
2014	Cefazolin	Staphylococcus epidermidis	NA	missing
2014	Cefepime	Staphylococcus epidermidis	NA	missing
2014	Cefotaxime	Staphylococcus epidermidis	2	
2014	Ceftobiprole	Staphylococcus epidermidis	NA	missing
2014	Ceftriaxone	Staphylococcus epidermidis	NA	missing
2014	Chloramphenicol	Staphylococcus epidermidis	16	
2014	Ciprofloxacin	Staphylococcus epidermidis	1	
2014	Clarithromycin	Staphylococcus epidermidis	NA	missing
2014	Clinafloxacin	Staphylococcus epidermidis	NA	missing
2014	Clindamycin	Staphylococcus epidermidis	0.25	
2014	Daptomycin	Staphylococcus epidermidis	1	
2014	Doripenem	Staphylococcus epidermidis	0.125	
2014	Ertapenem	Staphylococcus epidermidis	1	
2014	Erythromycin	Staphylococcus epidermidis	1	
2014	Fosfomycin	Staphylococcus epidermidis	NA	missing
2014	Fusidic acid	Staphylococcus epidermidis	0.5	
2014	Gatifloxacin	Staphylococcus epidermidis	0.25	
2014	Gentamicin	Staphylococcus epidermidis	0.5	
2014	Imipenem	Staphylococcus epidermidis	0.125	
2014	Kanamycin	Staphylococcus epidermidis	NA	missing
2014	Levofloxacin	Staphylococcus epidermidis	0.5	
2014	Linezolid	Staphylococcus epidermidis	2	
2014	Meropenem	Staphylococcus epidermidis	0.5	
2014	Minocycline	Staphylococcus epidermidis	NA	missing
2014	Moxifloxacin	Staphylococcus epidermidis	0.25	
2014	Netilmicin	Staphylococcus epidermidis	NA	missing
2014	Nitrofurantoin	Staphylococcus epidermidis	NA	missing
2014	Ofloxacin	Staphylococcus epidermidis	1	
2014	Oxacillin	Staphylococcus epidermidis	1	
2014	Piperacillin-Tazobactam	Staphylococcus epidermidis	NA	missing
2014	Quinupristin-Dalfopristin	Staphylococcus epidermidis	NA	missing
2014	Rifampicin	Staphylococcus epidermidis	0.064	
2014	Roxithromycin	Staphylococcus epidermidis	1	
2014	Teicoplanin	Staphylococcus epidermidis	NA	missing
2014	Telithromycin	Staphylococcus epidermidis	NA	missing
2014	Tetracycline	Staphylococcus epidermidis	1	
2014	Tigecycline	Staphylococcus epidermidis	0.5	
2014	Tobramycin	Staphylococcus epidermidis	NA	missing
2014	Trimethoprim	Staphylococcus epidermidis	NA	missing
2014	Trimethoprim-Sulfamethoxazole	Staphylococcus epidermidis	0.5	
2014	Vancomycin	Staphylococcus epidermidis	4	
2014	Ceftobiprole	Staphylococcus epidermidis MRSE	NA	missing
2014	Benzylpenicillin	Staphylococcus epidermidis MSSE	NA	missing
2014	Ceftobiprole	Staphylococcus epidermidis MSSE	NA	missing
2014	Ciprofloxacin	Staphylococcus epidermidis MSSE	NA	missing
2014	Clindamycin	Staphylococcus epidermidis MSSE	NA	missing
2014	Daptomycin	Staphylococcus epidermidis MSSE	NA	missing
2014	Erythromycin	Staphylococcus epidermidis MSSE	NA	missing
2014	Fusidic acid	Staphylococcus epidermidis MSSE	0.5	
2014	Linezolid	Staphylococcus epidermidis MSSE	NA	missing
2014	Minocycline	Staphylococcus epidermidis MSSE	NA	missing
2014	Piperacillin-Tazobactam	Staphylococcus epidermidis MSSE	NA	missing
2014	Rifampicin	Staphylococcus epidermidis MSSE	0.064	
2014	Teicoplanin	Staphylococcus epidermidis MSSE	NA	missing
2014	Tetracycline	Staphylococcus epidermidis MSSE	1	
2014	Tigecycline	Staphylococcus epidermidis MSSE	NA	missing
2014	Trimethoprim	Staphylococcus epidermidis MSSE	NA	missing
2014	Vancomycin	Staphylococcus epidermidis MSSE	4	
2014	Amikacin	Staphylococcus haemolyticus	NA	missing
2014	Ampicillin	Staphylococcus haemolyticus	NA	missing
2014	Benzylpenicillin	Staphylococcus haemolyticus	NA	missing
2014	Cefazolin	Staphylococcus haemolyticus	NA	missing
