drug	organism	mg_per_L	count
Mecillinam	Staphylococcus saprophyticus	8	5
Meropenem	Staphylococcus saprophyticus	8	1
Moxifloxacin	Staphylococcus saprophyticus	8	5
Netilmicin	Staphylococcus saprophyticus	8	0
Nitrofurantoin	Staphylococcus saprophyticus	8	40
Norfloxacin	Staphylococcus saprophyticus	8	0
Ofloxacin	Staphylococcus saprophyticus	8	0
Oxacillin	Staphylococcus saprophyticus	8	3
Phenoxymethylpenicillin	Staphylococcus saprophyticus	8	0
Piperacillin-Tazobactam	Staphylococcus saprophyticus	8	11
Quinupristin-Dalfopristin	Staphylococcus saprophyticus	8	0
Roxithromycin	Staphylococcus saprophyticus	8	0
Teicoplanin	Staphylococcus saprophyticus	8	5
Telithromycin	Staphylococcus saprophyticus	8	0
Tetracycline	Staphylococcus saprophyticus	8	0
Tobramycin	Staphylococcus saprophyticus	8	0
Vancomycin	Staphylococcus saprophyticus	8	0
Ciprofloxacin	Staphylococcus sciuri	8	0
Ampicillin	Staphylococcus simulans	8	16
Benzylpenicillin	Staphylococcus simulans	8	13
Cefepime	Staphylococcus simulans	8	12
Ceftriaxone	Staphylococcus simulans	8	10
Ciprofloxacin	Staphylococcus simulans	8	0
Meropenem	Staphylococcus simulans	8	2
Oxacillin	Staphylococcus simulans	8	2
Quinupristin-Dalfopristin	Staphylococcus simulans	8	0
Teicoplanin	Staphylococcus simulans	8	5
Vancomycin	Staphylococcus simulans	8	0
Amikacin	Staphylococcus warneri	8	3
Ampicillin	Staphylococcus warneri	8	11
Benzylpenicillin	Staphylococcus warneri	8	14
Cefazolin	Staphylococcus warneri	8	9
Cefepime	Staphylococcus warneri	8	20
Cefotaxime	Staphylococcus warneri	8	2
Ceftobiprole	Staphylococcus warneri	8	0
Ceftriaxone	Staphylococcus warneri	8	10
Ciprofloxacin	Staphylococcus warneri	8	5
Erythromycin	Staphylococcus warneri	8	4
Gentamicin	Staphylococcus warneri	8	2
Levofloxacin	Staphylococcus warneri	8	9
Linezolid	Staphylococcus warneri	8	0
Meropenem	Staphylococcus warneri	8	0
Moxifloxacin	Staphylococcus warneri	8	6
Netilmicin	Staphylococcus warneri	8	0
Oxacillin	Staphylococcus warneri	8	2
Piperacillin-Tazobactam	Staphylococcus warneri	8	11
Quinupristin-Dalfopristin	Staphylococcus warneri	8	0
Roxithromycin	Staphylococcus warneri	8	0
Spectinomycin	Staphylococcus warneri	8	0
Teicoplanin	Staphylococcus warneri	8	19
Tobramycin	Staphylococcus warneri	8	3
Vancomycin	Staphylococcus warneri	8	1
Ampicillin	Staphylococcus xylosis	8	9
Benzylpenicillin	Staphylococcus xylosis	8	8
Cefepime	Staphylococcus xylosis	8	8
Ceftobiprole	Staphylococcus xylosis	8	0
Ciprofloxacin	Staphylococcus xylosis	8	0
Meropenem	Staphylococcus xylosis	8	1
Oxacillin	Staphylococcus xylosis	8	1
Teicoplanin	Staphylococcus xylosis	8	1
Vancomycin	Staphylococcus xylosis	8	0
Amikacin	Stenotrophomonas maltophilia	8	13
Ampicillin	Stenotrophomonas maltophilia	8	20
Ampicillin-Sulbactam (ratio)	Stenotrophomonas maltophilia	8	21
Aztreonam	Stenotrophomonas maltophilia	8	3
Cefepime	Stenotrophomonas maltophilia	8	618
Cefoperazone	Stenotrophomonas maltophilia	8	45
Cefotaxime	Stenotrophomonas maltophilia	8	8
Ceftazidime	Stenotrophomonas maltophilia	8	76
Ceftibuten	Stenotrophomonas maltophilia	8	40
Ceftobiprole	Stenotrophomonas maltophilia	8	2
Ciprofloxacin	Stenotrophomonas maltophilia	8	276
Clinafloxacin	Stenotrophomonas maltophilia	8	3
Colistin	Stenotrophomonas maltophilia	8	23
Doripenem	Stenotrophomonas maltophilia	8	21
Doxycycline	Stenotrophomonas maltophilia	8	31
Ertapenem	Stenotrophomonas maltophilia	8	70
Gatifloxacin	Stenotrophomonas maltophilia	8	32
Gemifloxacin	Stenotrophomonas maltophilia	8	11
Imipenem	Stenotrophomonas maltophilia	8	30
Levofloxacin	Stenotrophomonas maltophilia	8	73
Meropenem	Stenotrophomonas maltophilia	8	167
Minocycline	Stenotrophomonas maltophilia	8	0
Moxifloxacin	Stenotrophomonas maltophilia	8	20
Nalidixic acid	Stenotrophomonas maltophilia	8	68
Netilmicin	Stenotrophomonas maltophilia	8	0
Norfloxacin	Stenotrophomonas maltophilia	8	13
Ofloxacin	Stenotrophomonas maltophilia	8	7
Piperacillin	Stenotrophomonas maltophilia	8	83
Piperacillin-Tazobactam	Stenotrophomonas maltophilia	8	354
Sulbactam	Stenotrophomonas maltophilia	8	0
Tetracycline	Stenotrophomonas maltophilia	8	63
Ticarcillin	Stenotrophomonas maltophilia	8	113
Ticarcillin-Clavulanic acid	Stenotrophomonas maltophilia	8	500
Tigecycline	Stenotrophomonas maltophilia	8	3
Trimethoprim-Sulfamethoxazole	Stenotrophomonas maltophilia	8	34
Ampicillin	Streptococcus acidominimus	8	0
Benzylpenicillin	Streptococcus acidominimus	8	1
Ciprofloxacin	Streptococcus acidominimus	8	0
Roxithromycin	Streptococcus acidominimus	8	1
Vancomycin	Streptococcus acidominimus	8	0
Amoxicillin	Streptococcus agalactiae	8	0
Ampicillin	Streptococcus agalactiae	8	0
Benzylpenicillin	Streptococcus agalactiae	8	0
Cefaclor	Streptococcus agalactiae	8	0
Cefepime	Streptococcus agalactiae	8	0
Cefixime	Streptococcus agalactiae	8	0
Cefotaxime	Streptococcus agalactiae	8	0
Cefpodoxime	Streptococcus agalactiae	8	0
Ceftaroline	Streptococcus agalactiae	8	0
Ceftobiprole	Streptococcus agalactiae	8	0
Cefuroxime	Streptococcus agalactiae	8	0
Chloramphenicol	Streptococcus agalactiae	8	0
Ciprofloxacin	Streptococcus agalactiae	8	2
Clindamycin	Streptococcus agalactiae	8	3
Daptomycin	Streptococcus agalactiae	8	0
Doripenem	Streptococcus agalactiae	8	0
Doxycycline	Streptococcus agalactiae	8	22
Ertapenem	Streptococcus agalactiae	8	2
Erythromycin	Streptococcus agalactiae	8	10
Fusidic acid	Streptococcus agalactiae	8	555
Gatifloxacin	Streptococcus agalactiae	8	2
Gemifloxacin	Streptococcus agalactiae	8	0
Gentamicin	Streptococcus agalactiae	8	128
Imipenem	Streptococcus agalactiae	8	0
Levofloxacin	Streptococcus agalactiae	8	3
Linezolid	Streptococcus agalactiae	8	0
Meropenem	Streptococcus agalactiae	8	0
Minocycline	Streptococcus agalactiae	8	9
Moxifloxacin	Streptococcus agalactiae	8	0
Mupirocin	Streptococcus agalactiae	8	5
Nitrofurantoin	Streptococcus agalactiae	8	10
Ofloxacin	Streptococcus agalactiae	8	0
Oxacillin	Streptococcus agalactiae	8	2
Piperacillin	Streptococcus agalactiae	8	0
Piperacillin-Tazobactam	Streptococcus agalactiae	8	0
Quinupristin-Dalfopristin	Streptococcus agalactiae	8	9
Retapamulin	Streptococcus agalactiae	8	0
Rifampicin	Streptococcus agalactiae	8	0
Sparfloxacin	Streptococcus agalactiae	8	0
Sulfamethoxazole	Streptococcus agalactiae	8	0
Teicoplanin	Streptococcus agalactiae	8	0
Telithromycin	Streptococcus agalactiae	8	0
Tetracycline	Streptococcus agalactiae	8	1
Tigecycline	Streptococcus agalactiae	8	0
Trimethoprim	Streptococcus agalactiae	8	0
Trimethoprim-Sulfamethoxazole	Streptococcus agalactiae	8	0
Vancomycin	Streptococcus agalactiae	8	0
Amoxicillin	Streptococcus anginosus	8	0
Benzylpenicillin	Streptococcus anginosus	8	0
Cefepime	Streptococcus anginosus	8	0
Cefotaxime	Streptococcus anginosus	8	0
Ceftobiprole	Streptococcus anginosus	8	0
Ciprofloxacin	Streptococcus anginosus	8	0
Clindamycin	Streptococcus anginosus	8	0
Daptomycin	Streptococcus anginosus	8	0
Doripenem	Streptococcus anginosus	8	0
Ertapenem	Streptococcus anginosus	8	0
Erythromycin	Streptococcus anginosus	8	2
Gentamicin	Streptococcus anginosus	8	35
Imipenem	Streptococcus anginosus	8	0
Linezolid	Streptococcus anginosus	8	0
Meropenem	Streptococcus anginosus	8	0
Minocycline	Streptococcus anginosus	8	2
Moxifloxacin	Streptococcus anginosus	8	0
Oxacillin	Streptococcus anginosus	8	1
Piperacillin-Tazobactam	Streptococcus anginosus	8	2
Teicoplanin	Streptococcus anginosus	8	0
Tetracycline	Streptococcus anginosus	8	6
Tigecycline	Streptococcus anginosus	8	0
Trimethoprim	Streptococcus anginosus	8	0
Vancomycin	Streptococcus anginosus	8	0
Benzylpenicillin	Streptococcus bovis	8	0
Ciprofloxacin	Streptococcus bovis	8	0
Daptomycin	Streptococcus bovis	8	0
Doripenem	Streptococcus bovis	8	0
Levofloxacin	Streptococcus bovis	8	0
Linezolid	Streptococcus bovis	8	0
Moxifloxacin	Streptococcus bovis	8	0
Oxacillin	Streptococcus bovis	8	0
Quinupristin-Dalfopristin	Streptococcus bovis	8	3
Vancomycin	Streptococcus bovis	8	0
Benzylpenicillin	Streptococcus constellatus	8	2
Cefepime	Streptococcus constellatus	8	2
Ceftobiprole	Streptococcus constellatus	8	0
Ciprofloxacin	Streptococcus constellatus	8	0
Clindamycin	Streptococcus constellatus	8	0
Gentamicin	Streptococcus constellatus	8	4
Linezolid	Streptococcus constellatus	8	0
Moxifloxacin	Streptococcus constellatus	8	0
Oxacillin	Streptococcus constellatus	8	1
Tigecycline	Streptococcus constellatus	8	0
Vancomycin	Streptococcus constellatus	8	0
Benzylpenicillin	Streptococcus dysgalactiae	8	1
Clindamycin	Streptococcus dysgalactiae	8	0
Gentamicin	Streptococcus dysgalactiae	8	2
Linezolid	Streptococcus dysgalactiae	8	0
Moxifloxacin	Streptococcus dysgalactiae	8	0
Vancomycin	Streptococcus dysgalactiae	8	0
Benzylpenicillin	Streptococcus equinus	8	0
Ciprofloxacin	Streptococcus equinus	8	0
Vancomycin	Streptococcus equinus	8	0
Benzylpenicillin	Streptococcus gordonii	8	0
Ceftobiprole	Streptococcus gordonii	8	0
Ciprofloxacin	Streptococcus gordonii	8	0
Vancomycin	Streptococcus gordonii	8	0
Benzylpenicillin	Streptococcus group C	8	0
Cefepime	Streptococcus group C	8	0
Ciprofloxacin	Streptococcus group C	8	0
Levofloxacin	Streptococcus group C	8	0
Linezolid	Streptococcus group C	8	0
Moxifloxacin	Streptococcus group C	8	0
Ofloxacin	Streptococcus group C	8	0
Oxacillin	Streptococcus group C	8	0
Sparfloxacin	Streptococcus group C	8	0
Teicoplanin	Streptococcus group C	8	0
Vancomycin	Streptococcus group C	8	0
Benzylpenicillin	Streptococcus group F	8	0
Cefepime	Streptococcus group F	8	0
Oxacillin	Streptococcus group F	8	0
Amoxicillin	Streptococcus group G	8	0
Benzylpenicillin	Streptococcus group G	8	0
Cefepime	Streptococcus group G	8	0
Cefotaxime	Streptococcus group G	8	0
Ceftobiprole	Streptococcus group G	8	0
Ciprofloxacin	Streptococcus group G	8	1
Clindamycin	Streptococcus group G	8	0
Daptomycin	Streptococcus group G	8	0
Doripenem	Streptococcus group G	8	0
Ertapenem	Streptococcus group G	8	0
Erythromycin	Streptococcus group G	8	3
Gentamicin	Streptococcus group G	8	58
Imipenem	Streptococcus group G	8	0
Levofloxacin	Streptococcus group G	8	0
Linezolid	Streptococcus group G	8	0
Meropenem	Streptococcus group G	8	0
Minocycline	Streptococcus group G	8	8
Moxifloxacin	Streptococcus group G	8	0
Ofloxacin	Streptococcus group G	8	0
Oxacillin	Streptococcus group G	8	0
Piperacillin-Tazobactam	Streptococcus group G	8	0
Sparfloxacin	Streptococcus group G	8	0
Teicoplanin	Streptococcus group G	8	0
Tetracycline	Streptococcus group G	8	18
Tigecycline	Streptococcus group G	8	0
Vancomycin	Streptococcus group G	8	0
Benzylpenicillin	Streptococcus intermedius	8	2
Cefepime	Streptococcus intermedius	8	0
Ciprofloxacin	Streptococcus intermedius	8	0
Gentamicin	Streptococcus intermedius	8	6
Imipenem	Streptococcus intermedius	8	0
Linezolid	Streptococcus intermedius	8	0
Moxifloxacin	Streptococcus intermedius	8	0
Oxacillin	Streptococcus intermedius	8	2
Tigecycline	Streptococcus intermedius	8	0
Vancomycin	Streptococcus intermedius	8	0
Benzylpenicillin	Streptococcus milleri	8	0
Cefepime	Streptococcus milleri	8	0
Ciprofloxacin	Streptococcus milleri	8	0
Clarithromycin	Streptococcus milleri	8	0
Erythromycin	Streptococcus milleri	8	0
Moxifloxacin	Streptococcus milleri	8	0
Oxacillin	Streptococcus milleri	8	0
Piperacillin-Tazobactam	Streptococcus milleri	8	1
Roxithromycin	Streptococcus milleri	8	0
Telithromycin	Streptococcus milleri	8	0
Vancomycin	Streptococcus milleri	8	0
Ampicillin	Streptococcus mitis	8	15
Benzylpenicillin	Streptococcus mitis	8	19
Cefepime	Streptococcus mitis	8	6
Ciprofloxacin	Streptococcus mitis	8	5
Clindamycin	Streptococcus mitis	8	0
Daptomycin	Streptococcus mitis	8	0
Doripenem	Streptococcus mitis	8	0
Imipenem	Streptococcus mitis	8	0
Levofloxacin	Streptococcus mitis	8	0
Linezolid	Streptococcus mitis	8	0
Meropenem	Streptococcus mitis	8	0
Moxifloxacin	Streptococcus mitis	8	3
Oxacillin	Streptococcus mitis	8	5
Quinupristin-Dalfopristin	Streptococcus mitis	8	1
Vancomycin	Streptococcus mitis	8	0
Benzylpenicillin	Streptococcus mutans	8	0
Cefepime	Streptococcus mutans	8	0
Moxifloxacin	Streptococcus mutans	8	0
Oxacillin	Streptococcus mutans	8	1
Vancomycin	Streptococcus mutans	8	0
Amoxicillin	Streptococcus oralis	8	0
Benzylpenicillin	Streptococcus oralis	8	16
Cefepime	Streptococcus oralis	8	5
Cefotaxime	Streptococcus oralis	8	2
Cefpodoxime	Streptococcus oralis	8	5
Ceftobiprole	Streptococcus oralis	8	0
Ciprofloxacin	Streptococcus oralis	8	35
Clindamycin	Streptococcus oralis	8	1
Daptomycin	Streptococcus oralis	8	0
Doripenem	Streptococcus oralis	8	0
Ertapenem	Streptococcus oralis	8	0
Erythromycin	Streptococcus oralis	8	26
Gentamicin	Streptococcus oralis	8	20
Imipenem	Streptococcus oralis	8	0
Levofloxacin	Streptococcus oralis	8	0
Linezolid	Streptococcus oralis	8	1
Meropenem	Streptococcus oralis	8	0
Minocycline	Streptococcus oralis	8	19
Moxifloxacin	Streptococcus oralis	8	2
Oxacillin	Streptococcus oralis	8	8
Piperacillin-Tazobactam	Streptococcus oralis	8	3
Quinupristin-Dalfopristin	Streptococcus oralis	8	0
Teicoplanin	Streptococcus oralis	8	0
Tetracycline	Streptococcus oralis	8	0
Tigecycline	Streptococcus oralis	8	0
Vancomycin	Streptococcus oralis	8	0
Benzylpenicillin	Streptococcus parasanguis	8	0
Ciprofloxacin	Streptococcus parasanguis	8	0
Clindamycin	Streptococcus parasanguis	8	0
Gentamicin	Streptococcus parasanguis	8	0
Vancomycin	Streptococcus parasanguis	8	0
Amoxicillin	Streptococcus pneumoniae	8	9
Ampicillin	Streptococcus pneumoniae	8	3
Azithromycin	Streptococcus pneumoniae	8	3040
Benzylpenicillin	Streptococcus pneumoniae	8	172
Cefaclor	Streptococcus pneumoniae	8	22
Cefadroxil	Streptococcus pneumoniae	8	0
Cefalexin	Streptococcus pneumoniae	8	3
Cefalothin (a.k.a. Cefalotin)	Streptococcus pneumoniae	8	1
Cefazolin	Streptococcus pneumoniae	8	0
Cefdinir	Streptococcus pneumoniae	8	262
Cefixime	Streptococcus pneumoniae	8	201
Cefoperazone	Streptococcus pneumoniae	8	1
Cefotaxime	Streptococcus pneumoniae	8	2
Cefpirome	Streptococcus pneumoniae	8	9
Cefpodoxime	Streptococcus pneumoniae	8	19
Ceftaroline	Streptococcus pneumoniae	8	0
Ceftazidime	Streptococcus pneumoniae	8	30
Ceftibuten	Streptococcus pneumoniae	8	13
Ceftobiprole	Streptococcus pneumoniae	8	0
Ceftriaxone	Streptococcus pneumoniae	8	2
Cefuroxime	Streptococcus pneumoniae	8	3166
Chloramphenicol	Streptococcus pneumoniae	8	88
Ciprofloxacin	Streptococcus pneumoniae	8	299
Clarithromycin	Streptococcus pneumoniae	8	505
Clindamycin	Streptococcus pneumoniae	8	4786
Daptomycin	Streptococcus pneumoniae	8	0
Doripenem	Streptococcus pneumoniae	8	0
Doxycycline	Streptococcus pneumoniae	8	194
Ertapenem	Streptococcus pneumoniae	8	1
Erythromycin	Streptococcus pneumoniae	8	862
Fosfomycin	Streptococcus pneumoniae	8	32
Fusidic acid	Streptococcus pneumoniae	8	42
Gatifloxacin	Streptococcus pneumoniae	8	21
Gemifloxacin	Streptococcus pneumoniae	8	0
Gentamicin	Streptococcus pneumoniae	8	296
Imipenem	Streptococcus pneumoniae	8	0
Levofloxacin	Streptococcus pneumoniae	8	196
Linezolid	Streptococcus pneumoniae	8	0
Loracarbef	Streptococcus pneumoniae	8	9
Meropenem	Streptococcus pneumoniae	8	1
Minocycline	Streptococcus pneumoniae	8	92
Moxifloxacin	Streptococcus pneumoniae	8	17
Netilmicin	Streptococcus pneumoniae	8	8
Norfloxacin	Streptococcus pneumoniae	8	299
Ofloxacin	Streptococcus pneumoniae	8	2
Oxacillin	Streptococcus pneumoniae	8	8
Phenoxymethylpenicillin	Streptococcus pneumoniae	8	0
Piperacillin	Streptococcus pneumoniae	8	2
Piperacillin-Tazobactam	Streptococcus pneumoniae	8	12
Quinupristin-Dalfopristin	Streptococcus pneumoniae	8	10
Rifampicin	Streptococcus pneumoniae	8	3
Roxithromycin	Streptococcus pneumoniae	8	13
Sparfloxacin	Streptococcus pneumoniae	8	15
Spiramycin	Streptococcus pneumoniae	8	0
Teicoplanin	Streptococcus pneumoniae	8	0
Telithromycin	Streptococcus pneumoniae	8	5
Tetracycline	Streptococcus pneumoniae	8	97
Tigecycline	Streptococcus pneumoniae	8	0
Tobramycin	Streptococcus pneumoniae	8	72
Trimethoprim	Streptococcus pneumoniae	8	1156
Trimethoprim-Sulfamethoxazole	Streptococcus pneumoniae	8	2895
Vancomycin	Streptococcus pneumoniae	8	0
Amoxicillin	Streptococcus pyogenes	8	0
Ampicillin	Streptococcus pyogenes	8	0
Azithromycin	Streptococcus pyogenes	8	683
Benzylpenicillin	Streptococcus pyogenes	8	0
Cefaclor	Streptococcus pyogenes	8	0
Cefadroxil	Streptococcus pyogenes	8	0
Cefalothin (a.k.a. Cefalotin)	Streptococcus pyogenes	8	0
Cefixime	Streptococcus pyogenes	8	0
Cefotaxime	Streptococcus pyogenes	8	0
Ceftaroline	Streptococcus pyogenes	8	0
Ceftazidime	Streptococcus pyogenes	8	5
Ceftibuten	Streptococcus pyogenes	8	0
Ceftobiprole	Streptococcus pyogenes	8	0
Chloramphenicol	Streptococcus pyogenes	8	0
Ciprofloxacin	Streptococcus pyogenes	8	7
Clarithromycin	Streptococcus pyogenes	8	261
Clindamycin	Streptococcus pyogenes	8	261
Daptomycin	Streptococcus pyogenes	8	0
Doripenem	Streptococcus pyogenes	8	0
Doxycycline	Streptococcus pyogenes	8	49
Ertapenem	Streptococcus pyogenes	8	0
Erythromycin	Streptococcus pyogenes	8	283
Fosfomycin	Streptococcus pyogenes	8	1
Fusidic acid	Streptococcus pyogenes	8	897
Gatifloxacin	Streptococcus pyogenes	8	0
Gemifloxacin	Streptococcus pyogenes	8	0
Gentamicin	Streptococcus pyogenes	8	1418
Imipenem	Streptococcus pyogenes	8	0
Levofloxacin	Streptococcus pyogenes	8	10
Linezolid	Streptococcus pyogenes	8	1
Loracarbef	Streptococcus pyogenes	8	0
Meropenem	Streptococcus pyogenes	8	0
Minocycline	Streptococcus pyogenes	8	14
Moxifloxacin	Streptococcus pyogenes	8	0
Mupirocin	Streptococcus pyogenes	8	8
Ofloxacin	Streptococcus pyogenes	8	0
Oxacillin	Streptococcus pyogenes	8	0
Phenoxymethylpenicillin	Streptococcus pyogenes	8	0
Piperacillin-Tazobactam	Streptococcus pyogenes	8	0
Quinupristin-Dalfopristin	Streptococcus pyogenes	8	0
Retapamulin	Streptococcus pyogenes	8	0
Roxithromycin	Streptococcus pyogenes	8	1
Sparfloxacin	Streptococcus pyogenes	8	0
Spiramycin	Streptococcus pyogenes	8	0
Teicoplanin	Streptococcus pyogenes	8	0
Telithromycin	Streptococcus pyogenes	8	35
Tetracycline	Streptococcus pyogenes	8	17
Tigecycline	Streptococcus pyogenes	8	0
Tobramycin	Streptococcus pyogenes	8	44
Trimethoprim	Streptococcus pyogenes	8	0
Trimethoprim-Sulfamethoxazole	Streptococcus pyogenes	8	1
Vancomycin	Streptococcus pyogenes	8	0
Ampicillin	Streptococcus salivarius	8	0
Benzylpenicillin	Streptococcus salivarius	8	2
Cefepime	Streptococcus salivarius	8	0
Ceftriaxone	Streptococcus salivarius	8	0
Ciprofloxacin	Streptococcus salivarius	8	0
Doripenem	Streptococcus salivarius	8	0
Moxifloxacin	Streptococcus salivarius	8	0
Vancomycin	Streptococcus salivarius	8	0
Ampicillin	Streptococcus sanguinis	8	4
Benzylpenicillin	Streptococcus sanguinis	8	4
Cefepime	Streptococcus sanguinis	8	3
Ceftriaxone	Streptococcus sanguinis	8	2
Ciprofloxacin	Streptococcus sanguinis	8	0
Doripenem	Streptococcus sanguinis	8	0
Levofloxacin	Streptococcus sanguinis	8	0
Linezolid	Streptococcus sanguinis	8	0
Moxifloxacin	Streptococcus sanguinis	8	1
Vancomycin	Streptococcus sanguinis	8	0
Erythromycin	Streptococcus thermophilus	8	0
Gentamicin	Streptococcus thermophilus	8	6
Streptomycin	Streptococcus thermophilus	8	45
Tetracycline	Streptococcus thermophilus	8	0
Ciprofloxacin	Streptococcus uberis	8	0
Benzylpenicillin	Streptococcus vestibularis	8	0
Amoxicillin	Streptococcus viridans group	8	0
Ampicillin	Streptococcus viridans group	8	0
Benzylpenicillin	Streptococcus viridans group	8	8
Cefadroxil	Streptococcus viridans group	8	5
Cefalothin (a.k.a. Cefalotin)	Streptococcus viridans group	8	1
Cefixime	Streptococcus viridans group	8	1
Cefotaxime	Streptococcus viridans group	8	9
Ceftazidime	Streptococcus viridans group	8	7
Ceftibuten	Streptococcus viridans group	8	3
Ceftobiprole	Streptococcus viridans group	8	0
Ciprofloxacin	Streptococcus viridans group	8	39
Clindamycin	Streptococcus viridans group	8	7
Daptomycin	Streptococcus viridans group	8	0
Doripenem	Streptococcus viridans group	8	0
Doxycycline	Streptococcus viridans group	8	2
Ertapenem	Streptococcus viridans group	8	0
Erythromycin	Streptococcus viridans group	8	45
Gatifloxacin	Streptococcus viridans group	8	0
Gentamicin	Streptococcus viridans group	8	104
Imipenem	Streptococcus viridans group	8	0
Levofloxacin	Streptococcus viridans group	8	3
Linezolid	Streptococcus viridans group	8	0
Meropenem	Streptococcus viridans group	8	0
Minocycline	Streptococcus viridans group	8	50
Moxifloxacin	Streptococcus viridans group	8	0
Netilmicin	Streptococcus viridans group	8	3
Norfloxacin	Streptococcus viridans group	8	5
Ofloxacin	Streptococcus viridans group	8	3
Oxacillin	Streptococcus viridans group	8	4
Phenoxymethylpenicillin	Streptococcus viridans group	8	0
Piperacillin	Streptococcus viridans group	8	2
Piperacillin-Tazobactam	Streptococcus viridans group	8	22
Quinupristin-Dalfopristin	Streptococcus viridans group	8	1
Sparfloxacin	Streptococcus viridans group	8	0
Teicoplanin	Streptococcus viridans group	8	0
Telithromycin	Streptococcus viridans group	8	0
Tetracycline	Streptococcus viridans group	8	18
Tigecycline	Streptococcus viridans group	8	0
Vancomycin	Streptococcus viridans group	8	0
Cefepime	Yersinia enterocolitica	8	0
Cefotaxime	Yersinia enterocolitica	8	0
Ciprofloxacin	Yersinia enterocolitica	8	0
Doxycycline	Yersinia enterocolitica	8	0
Gentamicin	Yersinia enterocolitica	8	0
Imipenem	Yersinia enterocolitica	8	0
Levofloxacin	Yersinia enterocolitica	8	0
Minocycline	Yersinia enterocolitica	8	0
Ofloxacin	Yersinia enterocolitica	8	0
Tetracycline	Yersinia enterocolitica	8	1
Trimethoprim	Yersinia enterocolitica	8	0
Trimethoprim-Sulfamethoxazole	Yersinia enterocolitica	8	0
Ampicillin	Yersinia spp	8	2
Cefalothin (a.k.a. Cefalotin)	Yersinia spp	8	3
Ciprofloxacin	Yersinia spp	8	1
Gentamicin	Yersinia spp	8	1
Nalidixic acid	Yersinia spp	8	1
Streptomycin	Yersinia spp	8	0
Tetracycline	Yersinia spp	8	0
Amikacin	Acinetobacter anitratus	16	13
Ciprofloxacin	Acinetobacter anitratus	16	0
Gentamicin	Acinetobacter anitratus	16	7
Levofloxacin	Acinetobacter anitratus	16	0
Tobramycin	Acinetobacter anitratus	16	15
Amikacin	Acinetobacter baumannii	16	149
Amoxicillin-Clavulanic acid (fixed)	Acinetobacter baumannii	16	153
Ampicillin	Acinetobacter baumannii	16	673
Aztreonam	Acinetobacter baumannii	16	29
Cefazolin	Acinetobacter baumannii	16	8
Cefepime	Acinetobacter baumannii	16	615
Cefepime-Clavulanate	Acinetobacter baumannii	16	2
Cefotaxime	Acinetobacter baumannii	16	463
Cefoxitin	Acinetobacter baumannii	16	56
Ceftazidime	Acinetobacter baumannii	16	722
Ceftibuten	Acinetobacter baumannii	16	64
Ceftobiprole	Acinetobacter baumannii	16	617
Ceftriaxone	Acinetobacter baumannii	16	502
Cefuroxime	Acinetobacter baumannii	16	311
Ciprofloxacin	Acinetobacter baumannii	16	176
Colistin	Acinetobacter baumannii	16	1
Doripenem	Acinetobacter baumannii	16	353
Doxycycline	Acinetobacter baumannii	16	9
Ertapenem	Acinetobacter baumannii	16	146
Gentamicin	Acinetobacter baumannii	16	222
Imipenem	Acinetobacter baumannii	16	580
Levofloxacin	Acinetobacter baumannii	16	30
Meropenem	Acinetobacter baumannii	16	570
Minocycline	Acinetobacter baumannii	16	8
Moxifloxacin	Acinetobacter baumannii	16	23
Nalidixic acid	Acinetobacter baumannii	16	25
Netilmicin	Acinetobacter baumannii	16	15
Ofloxacin	Acinetobacter baumannii	16	0
Piperacillin	Acinetobacter baumannii	16	726
Piperacillin-Tazobactam	Acinetobacter baumannii	16	54
Rifampicin	Acinetobacter baumannii	16	2
Sulbactam	Acinetobacter baumannii	16	23
Tetracycline	Acinetobacter baumannii	16	9
Ticarcillin	Acinetobacter baumannii	16	569
Tigecycline	Acinetobacter baumannii	16	0
Tobramycin	Acinetobacter baumannii	16	270
Trimethoprim	Acinetobacter baumannii	16	61
Trimethoprim-Sulfamethoxazole	Acinetobacter baumannii	16	39
Amikacin	Acinetobacter calcoaceticus	16	16
Cefepime	Acinetobacter calcoaceticus	16	1
Cefotaxime	Acinetobacter calcoaceticus	16	1
Ceftobiprole	Acinetobacter calcoaceticus	16	10
Ciprofloxacin	Acinetobacter calcoaceticus	16	0
Doripenem	Acinetobacter calcoaceticus	16	6
Gentamicin	Acinetobacter calcoaceticus	16	7
Imipenem	Acinetobacter calcoaceticus	16	0
Tobramycin	Acinetobacter calcoaceticus	16	17
Amikacin	Acinetobacter lwoffii	16	6
Ampicillin	Acinetobacter lwoffii	16	32
Ampicillin-Sulbactam (ratio)	Acinetobacter lwoffii	16	7
Cefepime	Acinetobacter lwoffii	16	36
Cefotaxime	Acinetobacter lwoffii	16	35
Cefoxitin	Acinetobacter lwoffii	16	61
Ceftazidime	Acinetobacter lwoffii	16	45
Ceftobiprole	Acinetobacter lwoffii	16	7
Ceftriaxone	Acinetobacter lwoffii	16	27
Cefuroxime	Acinetobacter lwoffii	16	96
Ciprofloxacin	Acinetobacter lwoffii	16	0
Doripenem	Acinetobacter lwoffii	16	3
Ertapenem	Acinetobacter lwoffii	16	10
Gentamicin	Acinetobacter lwoffii	16	4
Imipenem	Acinetobacter lwoffii	16	19
Levofloxacin	Acinetobacter lwoffii	16	0
Meropenem	Acinetobacter lwoffii	16	18
Piperacillin	Acinetobacter lwoffii	16	112
